customerID,tenure,MonthlyCharges,ChurnRisk,ChurnProbability
0836-SEYLU,9,40.65,1,0.97963035
4433-JCGCG,46,101.0,1,0.85288155
3716-BDVDB,1,69.1,1,0.9082823
7688-AWMDX,71,54.5,0,0.18918772
2842-BCQGE,43,75.35,1,0.9512381
7244-QWYHG,50,44.45,1,0.8601458
5899-MQZZL,13,75.0,1,0.85996425
6849-OYAMU,19,100.0,1,0.96381783
5312-UXESG,41,98.05,1,0.98585933
9488-HGMJH,1,71.15,1,0.9082823
6038-GCYEC,24,54.15,1,0.96771336
2150-WLKUW,40,63.9,1,0.95011735
7159-FVYPK,3,69.15,1,0.98133904
7032-LMBHI,37,64.65,1,0.91137457
1150-WFARN,67,108.75,0,0.08583475
6088-BXMRG,32,98.85,1,0.8652262
3144-AUDBS,6,49.15,1,0.95262307
4821-SJHJV,32,89.6,1,0.9571523
7346-MEDWM,59,83.25,1,0.8560817
1137-DGOWI,30,70.25,1,0.97522074
5616-PRTNT,20,19.4,1,0.93061644
3812-LRZIR,27,24.5,0,0.14750312
4818-QIUFN,20,79.15,1,0.8188096
9483-GCPWE,9,20.1,1,0.92471707
4227-OJHAL,68,73.0,1,0.85447794
9220-CXRSC,69,61.4,0,0.16705137
4993-JCRGJ,26,84.3,1,0.91733336
9537-JALFH,69,19.9,0,0.2296556
6698-OXETB,11,20.4,0,0.16323856
2103-ZRXFN,1,50.75,1,0.9715911
3724-BSCVH,10,20.45,1,0.92471707
4877-TSOFF,55,75.75,1,0.93685395
9209-NWPGU,44,65.4,1,0.8259494
6961-VCPMC,46,80.4,1,0.88443696
7306-YDSOI,69,59.75,0,0.2214699
5288-AHOUP,11,78.5,1,0.88443696
6688-UZPWD,11,102.0,1,0.8652262
0655-YDGFJ,29,48.95,1,0.99117273
8468-EHYJA,57,99.65,1,0.8298517
6823-SIDFQ,28,18.25,1,0.9626155
1097-FSPVW,42,54.55,1,0.9901748
2839-RFSQE,2,20.65,1,0.9744598
8328-SKJNO,23,40.65,1,0.9013264
7010-ZMVBF,18,20.45,1,0.9744598
5201-CBWYG,62,24.8,1,0.9532971
0968-GSIKN,1,70.8,1,0.9082823
1965-DDBWU,16,89.05,1,0.96215844
9057-SIHCH,3,96.6,1,0.8688998
6352-GIGGQ,67,88.8,1,0.92758024
3635-QQRQD,62,20.05,0,0.18001103
6771-XWBDM,57,104.5,1,0.95080173
2897-DOVND,2,69.8,1,0.88443696
3082-YVEKW,23,77.15,0,0.15097326
0191-EQUUH,25,35.05,0,0.17146349
7134-HBPBS,72,108.1,0,0.33035162
3489-HHPFY,2,84.05,1,0.8688998
2926-JEJJC,8,20.2,1,0.9557722
8601-QACRS,5,50.6,1,0.89928263
4950-BDEUX,35,49.2,1,0.9637876
5789-LDFXO,24,24.6,1,0.9159262
0508-OOLTO,2,71.65,1,0.88443696
2984-TBYKU,72,104.9,0,0.08686787
9822-WMWVG,41,106.5,1,0.89894897
2391-SOORI,4,49.35,1,0.9685979
9040-KZVWO,26,75.5,1,0.942733
2645-QTLMB,7,94.25,1,0.87497175
4806-HIPDW,1,68.95,1,0.9082823
1548-ARAGG,4,58.5,1,0.93986064
6339-RZCBJ,48,78.9,0,0.35278738
4424-TKOPW,2,93.85,1,0.85288155
4415-WNGVR,12,79.2,1,0.8788704
2522-AHJXR,60,109.45,1,0.9769976
0412-UCCNP,55,59.2,0,0.09585422
1816-FLZDK,1,29.15,1,0.98557186
7096-UCLNH,1,20.05,1,0.97885895
8443-ZRDBZ,4,76.05,1,0.85996425
9136-ALYBR,1,24.45,1,0.92738056
4615-PIVVU,42,66.5,0,0.3870259
8885-QSQBX,1,49.55,1,0.9953076
7479-NITWS,7,89.35,1,0.9458044
8617-ENBDS,3,73.6,1,0.9604926
9385-NXKDA,72,82.65,0,0.12953769
0430-IHCDJ,15,49.0,1,0.89928263
2959-MJHIC,4,80.35,1,0.8784171
6674-KVJHG,11,25.2,1,0.9159262
1814-DKOLC,5,25.45,1,0.9712971
4201-JMNGR,1,55.8,1,0.9325758
9351-HXDMR,72,110.9,0,0.07589531
3537-HPKQT,55,77.75,1,0.94973826
2129-ALKBS,40,26.2,1,0.92245656
5821-MMEIL,57,19.9,0,0.2296556
5960-WPXQM,1,79.05,1,0.89762115
0684-AOSIH,1,95.0,1,0.8732769
8260-NGFNY,1,25.2,1,0.9742286
1309-XGFSN,52,80.85,1,0.9011861
1866-RZZQS,41,98.4,1,0.85288155
6968-URWQU,43,56.35,1,0.8315802
4742-TXUEX,47,19.3,0,0.2296556
9631-XEYKE,3,50.4,1,0.98902285
8631-NBHFZ,66,79.4,0,0.14758758
1335-MXCSE,55,55.25,0,0.26249734
8873-TMKGR,29,19.1,1,0.92471707
8800-JOOCF,12,84.05,1,0.8688998
1469-LBJQJ,66,105.2,1,0.8652262
4958-XCBDQ,35,101.4,1,0.85288155
8337-UPOAQ,10,89.8,1,0.85996425
0064-YIJGF,27,75.75,1,0.9742484
2386-OWURY,58,95.3,1,0.93720764
1725-IQNIY,54,109.75,0,0.15937075
0310-VQXAM,9,19.85,1,0.9744598
6598-RFFVI,2,19.3,1,0.9626155
3453-RTHJQ,6,69.1,1,0.88443696
6712-OAWRH,26,91.25,1,0.8920071
6278-FEPBZ,9,20.25,1,0.9744598
4280-DLSHD,8,54.75,1,0.9150992
1508-DFXCU,12,81.45,1,0.8784171
8614-VGMMV,15,49.1,1,0.89928263
7868-BGSZA,43,80.2,1,0.8446786
2800-QQUSO,42,100.3,1,0.9128583
2930-UOTMB,31,65.25,1,0.9918303
7973-DZRKH,66,90.95,0,0.08111727
5914-DVBWJ,18,85.45,1,0.914884
7698-YFGEZ,1,20.0,1,0.97885895
2533-QVMSK,61,94.1,0,0.1384644
9773-PEQBZ,10,79.85,1,0.9523744
8644-XLFBW,1,71.65,1,0.9082823
0650-BWOZN,18,73.55,1,0.8811393
8625-AZYZY,24,104.65,1,0.8488372
7785-RDVIG,3,19.3,1,0.9744598
9602-WCXPI,50,20.15,1,0.9626155
2903-YYTBW,1,44.55,1,0.97707593
3620-MWJNE,2,54.45,1,0.95267075
8573-JGCZW,17,19.65,1,0.9557722
6837-HAEVO,69,105.0,0,0.17634068
6701-YVNQG,72,88.7,0,0.09888332
9306-CPCBC,3,74.25,1,0.85996425
4304-XUMGI,50,75.15,0,0.1871914
9504-YAZWB,53,20.25,0,0.16323856
8819-ZBYNA,58,109.1,0,0.08583475
6174-NRBTZ,46,30.75,1,0.89042205
9481-IEBZY,72,112.9,1,0.9543875
1833-VGRUM,1,74.2,1,0.888221
6137-NICCO,6,94.05,1,0.8652262
9065-ZCPQX,72,78.85,0,0.18234792
6402-EJMWF,4,55.3,1,0.91754293
3620-EHIMZ,52,19.35,0,0.16323856
6870-ECSHE,2,20.45,1,0.92471707
8747-UDCOI,65,19.35,0,0.2296556
8374-XGEJJ,43,101.0,1,0.8488372
2656-TABEH,4,100.2,1,0.8488372
6946-LMSQS,25,89.05,1,0.7946788
4626-OZDTJ,51,78.65,1,0.93690157
9169-BSVIN,12,74.75,1,0.98730683
2325-ZUSFD,57,70.1,1,0.9582516
8194-PEEBY,24,19.9,1,0.92471707
6872-HXFNF,64,58.35,1,0.9419799
3932-CMDTD,4,105.65,1,0.8857648
7714-YXSMB,26,100.5,1,0.97480696
8387-UGUSU,15,20.05,1,0.9744598
1080-BWSYE,64,25.65,0,0.20397538
4039-HEUNW,36,96.5,1,0.8488372
1194-HVAIF,27,95.0,1,0.98180455
0812-WUPTB,1,70.85,1,0.9699223
3594-UVONA,35,85.95,1,0.9195262
0004-TLHLJ,4,73.9,1,0.88443696
1767-TGTKO,8,45.45,1,0.91754293
8439-LTUGF,10,20.0,1,0.9730215
8805-JNRAZ,2,49.2,1,0.9705358
5089-IFSDP,58,109.45,0,0.14538875
6418-HNFED,51,83.25,0,0.12745166
0206-OYVOC,46,19.25,0,0.12909752
7291-CDTMJ,1,19.65,1,0.9915046
7128-GGCNO,46,72.8,1,0.98554206
0237-YFUTL,50,109.65,1,0.9791819
7691-KGKGP,53,65.0,1,0.98987705
6710-HSJRD,61,114.1,1,0.9102893
3675-EQOZA,5,20.65,1,0.98833627
0840-DCNZE,47,86.95,1,0.94459635
1732-FEKLD,54,94.75,1,0.915673
9862-KJTYK,19,25.35,1,0.96908915
0479-HMSWA,26,105.45,0,0.18250667
5854-KSRBJ,70,25.4,0,0.14750312
0365-BZUWY,17,102.55,1,0.8488372
4817-VYYWS,30,100.2,1,0.8652262
5701-SVCWR,1,24.0,1,0.97622776
3129-AAQOU,19,25.6,0,0.14750312
4922-CVPDX,26,73.5,0,0.31878516
1396-QWFBJ,21,74.05,1,0.9785729
1357-BIJKI,50,98.25,1,0.87730247
1099-BTKWT,68,54.4,1,0.8614449
5299-SJCZT,3,101.55,1,0.97130144
2018-PZKMU,9,103.1,1,0.97701776
7340-KEFQE,51,34.2,0,0.17146349
4570-QHXHL,9,43.75,1,0.91754293
2403-BCASL,41,111.95,1,0.85745543
7392-YYPYJ,22,100.65,1,0.8488372
2898-LSJGD,21,55.95,1,0.8614449
2223-GDSHL,71,116.05,0,0.11146365
7359-PTSXY,1,45.75,1,0.97707593
9470-RTWDV,26,82.0,1,0.93059546
2176-OSJUV,71,65.15,0,0.17146349
9348-YVOMK,4,44.8,1,0.97248816
8104-OSKWT,12,79.8,1,0.8188096
4521-YEEHE,18,88.85,1,0.9229363
4090-KPJIP,3,74.95,1,0.85996425
3786-WOVKF,72,106.85,1,0.9181787
4503-BDXBD,11,74.95,1,0.9614219
6086-ESGRL,1,80.15,1,0.9919253
2592-HODOV,13,19.3,1,0.9626155
3886-CERTZ,72,109.25,1,0.8730498
7995-ZHHNZ,42,56.1,1,0.92099303
3824-RHKVR,17,19.7,1,0.9884002
5816-SCGFC,7,51.3,1,0.9150992
5989-AXPUC,68,118.6,0,0.11173926
4979-HPRFL,56,24.15,0,0.20911789
8590-OHDIW,38,20.3,1,0.92471707
8015-IHCGW,72,115.5,0,0.059620913
2332-TODQS,48,25.05,1,0.9580493
9278-VZKCD,52,109.1,1,0.82530385
8008-OTEZX,35,19.65,1,0.92471707
2773-OVBPK,67,111.3,0,0.3014341
5999-LCXAO,1,29.9,1,0.9725267
5206-XZZQI,53,80.6,1,0.93053424
4803-LBYPN,34,20.8,1,0.9744598
5759-RCVCB,3,35.2,1,0.98702556
6372-RFVNS,1,78.8,1,0.9702737
2139-FQHLM,19,89.95,1,0.97701776
8261-GWDBQ,60,116.05,0,0.12542893
1093-YSWCA,11,19.55,0,0.22415116
8938-UMKPI,47,106.4,1,0.8652262
0991-BRRFB,18,49.4,1,0.9685979
3882-IYOIJ,60,115.25,0,0.15704142
8749-TZYEC,72,24.8,0,0.20397538
1755-FZQEC,39,19.9,1,0.92471707
3115-JPJDD,59,81.25,1,0.84128726
5600-KTXFM,2,69.95,1,0.9614219
3871-IKPYH,1,69.1,1,0.9699223
6319-IEJWJ,20,90.2,1,0.8784171
9025-AOMKI,6,93.55,1,0.97480696
6339-TBELP,71,86.4,0,0.21611772
7964-YESJC,24,66.3,1,0.9647356
6173-GOLSU,67,94.65,1,0.9458044
5275-SQEIZ,1,80.85,1,0.9082823
7716-YTYHG,48,82.05,1,0.886614
9938-ZREHM,37,72.1,1,0.941096
7950-XWOVN,11,34.7,1,0.9669038
4390-KYULV,3,20.55,1,0.9730215
4647-MUZON,18,95.95,1,0.96133775
9702-AIUJO,50,44.8,1,0.9423108
8849-PRIQJ,67,109.4,1,0.78550756
8851-RAGOV,25,71.05,1,0.9512127
1304-NECVQ,2,78.55,1,0.85996425
5396-IZEPB,9,19.7,1,0.9884002
1729-VLAZJ,10,40.25,1,0.82206535
8285-ABVLB,70,19.85,0,0.22415116
0701-TJSEF,9,68.25,1,0.99117416
5712-VBOXD,4,20.15,1,0.9730215
6629-LADHQ,2,50.95,1,0.9685979
8945-GRKHX,1,78.65,1,0.9699223
1559-DTODC,19,25.15,1,0.98381895
4797-MIWUM,7,20.25,1,0.9840964
6959-UWKHF,1,42.9,1,0.9350587
8720-RQSBJ,1,44.0,1,0.97707593
4537-CIBHB,9,20.25,1,0.92471707
3815-SLMEF,3,34.25,1,0.9809579
5154-VEKBL,9,58.5,1,0.981703
4324-AHJKS,5,55.8,1,0.9901748
4355-CVPVS,56,88.9,1,0.97311765
4495-LHSSK,18,57.65,1,0.9647356
5655-JSMZM,49,96.2,1,0.85288155
5915-ANOEI,70,79.15,0,0.10467394
9861-PDSZP,72,108.05,0,0.22674894
4505-EXZHB,6,74.4,1,0.9614219
7225-CBZPL,17,94.8,1,0.85288155
6704-UTUKK,29,45.9,1,0.8999094
4587-VVTOX,6,105.3,1,0.8652262
2019-HDCZY,63,102.6,0,0.2605886
4652-NNHNY,16,73.85,1,0.9742484
8788-DOXSU,59,61.35,1,0.9723136
7404-JLKQG,3,57.55,1,0.9716769
7421-ZLUPA,8,29.25,1,0.90530026
8972-HJWNV,7,84.55,1,0.85996425
3274-NSDWE,68,19.6,0,0.22415116
2632-IVXVF,68,111.75,0,0.15704142
3692-JHONH,52,106.5,1,0.8910016
8915-NNTRC,72,107.7,0,0.07589531
5914-GXMDA,32,19.3,1,0.92471707
7463-IFMQU,72,20.05,0,0.2296556
2920-RNCEZ,1,69.95,1,0.97845876
2541-YGPKE,42,63.7,1,0.9612015
8515-OCTJS,25,24.75,0,0.20397538
5382-TEMLV,45,50.9,1,0.9893367
3441-CGZJH,43,60.4,1,0.9195262
9592-ERDKV,37,79.25,1,0.9116737
2860-RANUS,20,85.8,1,0.9512381
5261-QSHQM,4,24.45,1,0.90799767
4778-IZARL,63,110.1,0,0.09854853
0432-CAJZV,3,90.7,1,0.95922744
7008-LZVOZ,66,25.3,0,0.16297373
8868-WOZGU,28,105.7,1,0.8488372
1200-TUZHR,8,85.2,1,0.9523744
9365-CSLBQ,71,24.35,0,0.14750312
1334-FJSVR,1,24.25,1,0.92738056
5884-FBCTL,72,25.1,0,0.20911789
7130-CTCUS,16,54.55,1,0.9889952
6242-FEGFD,66,96.6,0,0.105762795
7625-XCQRH,11,76.5,1,0.85996425
6194-HBGQN,51,81.15,1,0.8182745
7634-WSWDB,8,38.5,1,0.8892625
6986-IXNDM,14,92.9,1,0.8784171
1731-TVIUK,4,93.5,1,0.914884
2987-BJXIK,70,84.7,0,0.14592503
9769-TSBZE,70,66.0,0,0.11927016
0406-BPDVR,54,101.5,1,0.9326014
0618-XWMSS,28,74.9,1,0.9812072
1395-WSWXR,24,20.75,0,0.16323856
6023-GSSXW,69,61.45,0,0.32163563
6752-APNJL,42,54.5,1,0.9685979
5276-KQWHG,2,69.6,1,0.88443696
0420-HLGXF,39,99.75,1,0.8688998
7446-KQISO,45,109.75,0,0.3014341
9823-EALYC,72,80.85,0,0.13460156
0582-AVCLN,38,20.3,0,0.16323856
5803-NQJZO,72,67.8,0,0.15265948
2565-JSLRY,1,24.05,1,0.93521756
2607-DHDAK,72,19.8,0,0.18001103
1073-XXCZD,55,25.7,0,0.20911789
0743-HRVFF,51,56.15,1,0.90055573
4006-HKYHO,63,86.7,0,0.18241248
3727-JEZTU,1,20.4,1,0.97885895
8143-ETQTI,23,19.65,0,0.12909752
6689-KXGBO,1,50.55,1,0.97707593
9667-TKTVZ,2,54.35,1,0.9416372
3657-COGMW,52,108.1,1,0.9857479
8570-KLJYJ,36,54.45,1,0.840504
7754-IXRMC,1,45.35,1,0.97707593
9473-CBZOP,28,59.0,1,0.840504
2969-WGHQO,7,69.45,1,0.86088383
6615-NGGZJ,14,100.55,1,0.8488372
4334-HOWRP,72,64.95,0,0.09888332
4255-DDUOU,1,20.5,1,0.9421188
5863-OOKCL,10,18.85,1,0.9744598
1686-STUHN,42,19.8,1,0.958358
1329-VHWNP,7,25.05,1,0.9900585
2984-MIIZL,4,74.8,1,0.9792311
0266-GMEAO,72,114.3,0,0.07589531
5590-YRFJT,20,24.45,1,0.90799767
5574-NXZIU,63,109.2,0,0.15521152
0019-GFNTW,56,45.05,0,0.17146349
4256-ZWTZI,5,51.0,1,0.95262307
8309-PPCED,72,110.45,0,0.33035162
4098-NAUKP,68,84.65,1,0.8560817
5196-WPYOW,67,60.05,1,0.8389447
4608-LCIMN,8,44.65,1,0.99117273
1485-YDHMM,52,93.25,1,0.9770458
4054-CUMIA,18,20.25,1,0.93061644
0603-TPMIB,59,25.45,0,0.14750312
2525-GVKQU,60,20.6,0,0.16323856
8161-QYMTT,7,94.1,1,0.85288155
9581-GVBXT,59,34.8,1,0.840504
5862-BRIXZ,46,60.75,0,0.14355145
5404-GGUKR,5,51.35,1,0.9150992
3308-JSGML,59,64.05,0,0.09888332
2126-GSEGL,70,84.8,0,0.36096403
3677-TNKIO,14,71.0,1,0.9604926
0440-QEXBZ,44,50.15,1,0.89928263
2434-EEVDB,64,94.6,0,0.09367225
6762-QVYJO,58,59.75,0,0.12590244
6199-IWKGC,46,100.25,1,0.92880434
2675-DHUTR,58,98.9,1,0.8488372
8152-VETUR,72,97.7,0,0.26604798
9667-EQRXU,30,40.3,1,0.9113395
7446-YPODE,11,60.25,1,0.9900738
9522-BNTHX,34,56.25,1,0.90873027
4676-WLUHT,54,46.2,0,0.20919877
3329-WDIOK,3,50.6,1,0.90873027
7980-MHFLQ,72,24.9,0,0.14750312
2873-ZLIWT,40,84.85,1,0.91733336
3415-TAILE,2,65.7,1,0.9716769
0757-WCUUZ,54,63.35,0,0.4090652
1629-DQQVB,14,50.1,1,0.9911862
1915-IOFGU,1,70.5,1,0.9699223
3045-XETSH,10,94.85,1,0.8560817
0374-AACSZ,1,50.15,1,0.9755574
7239-HZZCX,1,19.75,1,0.97885895
4872-VXRIL,56,64.65,1,0.8734271
9140-CZQZZ,68,79.6,0,0.20323375
3423-HHXAO,14,19.5,1,0.89317876
9938-TKDGL,68,99.55,0,0.0687439
0531-ZZJWQ,55,74.0,1,0.85996425
6537-QLGEX,16,38.9,1,0.8932048
2688-BHGOG,9,79.55,1,0.88443696
7683-CBDKJ,14,65.45,1,0.9041457
0946-CLJTI,58,98.7,1,0.85288155
3160-TYXLT,53,46.3,1,0.9854047
1325-USMEC,70,99.35,0,0.082907565
0916-QOFDP,14,95.8,1,0.8688998
0628-CNQRM,22,67.5,1,0.8911474
5606-AMZBO,10,78.15,1,0.9467456
6199-IPCAO,29,26.1,0,0.14750312
7665-TOALD,1,69.6,1,0.9082823
0112-QWPNC,49,84.35,1,0.9004886
0324-BRPCJ,68,100.2,1,0.8652262
2777-PHDEI,1,78.05,1,0.9702737
5640-CAXOA,30,40.35,1,0.93950826
2235-EZAIK,72,79.2,0,0.1652372
3847-BAERP,10,20.9,1,0.93061644
1196-AMORA,7,73.6,1,0.9523744
4282-YMKNA,9,74.75,1,0.85996425
1453-RZFON,1,49.9,1,0.9755574
8263-OKETD,20,68.9,1,0.97283226
0670-KDOMA,1,20.25,1,0.9421188
2476-YGEFM,29,76.0,1,0.9512381
8687-BAFGU,1,74.0,1,0.9831282
0641-EVBOJ,3,82.3,1,0.9188791
0829-XXPLX,20,89.4,1,0.9816176
9974-JFBHQ,64,99.15,1,0.9648606
5356-RHIPP,1,20.2,1,0.9421188
6624-JDRDS,6,29.45,1,0.9900738
0608-JDVEC,50,19.8,0,0.16323856
9780-FKVVF,6,59.15,1,0.9893367
1919-RTPQD,7,44.75,1,0.9705358
5214-NLTIT,72,90.8,0,0.26861286
3345-PBBFH,8,49.55,1,0.9851636
5055-BRMNE,67,106.7,0,0.15704142
9189-JWSHV,24,93.55,1,0.8688998
2190-PHBHR,72,94.45,0,0.10140286
2650-GYRYL,33,19.45,1,0.9557722
0746-JTRFU,2,25.05,1,0.90799767
5208-FVQKB,70,67.95,0,0.14129256
7184-LRUUR,22,65.25,1,0.95550686
6627-CFOSN,59,99.45,1,0.97435486
3982-JGSFD,36,20.35,1,0.94602734
1574-DYCWE,51,19.95,0,0.16323856
7247-XOZPB,53,77.4,1,0.8874618
2466-FCCPT,20,19.7,1,0.958358
6211-WWLTF,63,99.7,0,0.17894098
4826-TZEVA,40,74.8,1,0.9850187
6016-NXBNJ,35,19.15,1,0.89317876
9138-EFSMO,26,78.95,1,0.9725227
0576-WNXXC,27,95.55,1,0.8560817
4632-XJMEX,53,62.85,1,0.9201458
8910-LEDAG,34,71.55,1,0.9850187
3452-GWUIN,19,94.95,1,0.8688998
2716-GFZOR,43,86.1,1,0.9581972
3724-UCSHY,6,19.55,1,0.9744598
8626-XHBIE,56,24.8,0,0.11619615
4628-CTTLA,57,39.3,1,0.89700174
3192-LNKRK,34,84.05,1,0.8784171
4439-YRNVD,10,36.25,1,0.98140955
2876-VBBBL,1,20.25,1,0.9421188
6834-NXDCA,13,23.9,1,0.90799767
2208-UGTGR,56,98.6,1,0.94969213
3005-TYFRD,55,103.65,1,0.95080173
8670-MEFCP,36,92.9,0,0.11147016
3079-BCHLN,47,19.9,1,0.958358
7777-UNYHB,12,20.1,1,0.9730215
5597-GLBUC,1,85.45,1,0.9092862
7278-CKDNC,24,80.5,1,0.8560817
2748-MYRVK,63,99.9,1,0.9697939
8450-UYIBU,35,39.85,1,0.9113395
2969-VAPYH,67,60.5,1,0.9201458
4822-YCXMX,25,84.8,1,0.85996425
7181-OQCUT,21,103.85,1,0.95131284
8474-UMLNT,13,67.8,1,0.9927073
9821-POOTN,35,75.2,1,0.85996425
3836-FZSDJ,71,24.85,0,0.20911789
9142-XMYJH,29,19.35,1,0.9884002
6559-ILWKJ,71,49.35,0,0.2875119
0187-QSXOE,7,89.0,1,0.8784171
7733-UDMTP,57,55.0,1,0.90873027
2649-HWLYB,65,76.15,0,0.18234792
5214-CHIWJ,27,20.3,1,0.92471707
4229-CZMLL,6,74.9,1,0.85996425
6904-JLBGY,72,117.35,0,0.08583475
2465-BLLEU,1,19.75,1,0.9421188
1685-VAYJF,11,45.2,1,0.98862386
8874-EJNSR,39,25.2,0,0.14750312
6917-YACBP,59,89.75,1,0.81403285
5049-MUBWG,26,75.0,1,0.95028895
4223-WOZCM,2,49.95,1,0.9705358
0769-MURVM,72,65.7,0,0.1804036
9253-VIFJQ,65,67.05,1,0.92099303
7030-FZTFM,72,110.9,0,0.29687658
9741-YLNTD,6,87.95,1,0.97774976
5917-RYRMG,32,19.8,1,0.9626155
5120-ZBLAI,50,75.7,1,0.9761629
1194-BHJYC,61,62.15,0,0.06898519
3663-MITLP,15,101.25,1,0.8888982
0906-QVPMS,72,115.15,0,0.14394403
9025-ZRPVR,9,18.95,1,0.93061644
1905-OEILC,1,19.5,1,0.97885895
7858-GTZSP,12,86.55,1,0.85996425
3285-UCQVC,37,28.6,1,0.9901439
6248-BSHKG,61,20.4,1,0.92471707
4685-TFLLS,18,19.8,1,0.958358
3470-BTGQO,21,45.65,1,0.9705358
1209-VFFOC,68,56.4,0,0.07904417
8224-DWCKX,12,73.3,1,0.9512381
5482-PLVPE,2,24.35,1,0.9669038
4553-DVPZG,62,101.35,1,0.8688998
4902-OHLSK,29,98.65,1,0.974999
6917-IAYHD,1,33.6,1,0.98557186
0495-ZBNGW,5,79.9,1,0.9742484
8620-RJPZN,1,20.7,1,0.97885895
7572-KPVKK,62,104.05,0,0.14762732
2642-MAWLJ,36,20.25,0,0.2296556
2357-COQEK,28,103.3,1,0.9229363
7103-ZGVNT,69,73.7,1,0.90980375
3737-GCSPV,11,96.2,1,0.96108353
2027-WKXMW,63,108.75,1,0.92063856
7137-NAXML,23,20.15,1,0.958358
2428-ZMCTB,10,19.75,1,0.9884002
2961-VNFKL,71,25.95,0,0.16297373
1768-HNVGJ,45,70.05,1,0.9379716
6963-KQYQB,70,24.05,0,0.14750312
5934-RMPOV,22,84.75,1,0.85996425
1207-BLKSA,52,23.05,0,0.14750312
4088-YLDSU,55,104.15,1,0.8613069
8316-BBQAY,65,59.95,0,0.17581026
1166-PQLGG,72,19.55,0,0.2296556
3146-JTQHR,10,19.6,1,0.958358
4291-YZODP,7,20.05,1,0.92471707
4395-PZMSN,5,85.55,1,0.8811393
6427-FEFIG,24,78.6,0,0.20193617
0017-IUDMW,72,116.8,0,0.08583475
8706-HRADD,21,43.55,1,0.9323221
9955-QOPOY,69,60.8,1,0.9285084
4385-ZKVNW,44,54.9,1,0.9872004
5446-DKWYW,61,65.2,1,0.83351654
2034-CGRHZ,24,102.95,1,0.9441473
5797-APWZC,1,90.6,1,0.9702737
3683-QKIUE,6,50.8,1,0.9875969
4228-ZGYUW,4,90.05,1,0.8560817
9031-ZVQPT,72,108.2,0,0.14762732
2990-IAJSV,72,92.0,0,0.16144733
8107-KNCIM,14,75.1,1,0.85996425
9027-YFHQJ,7,25.05,1,0.98210514
5176-LDKUH,48,75.15,1,0.8828326
4644-OBGFZ,55,19.5,1,0.92471707
7926-IJOOU,1,19.3,1,0.9937577
6480-YAGIY,45,112.2,1,0.94371945
4029-HPFVY,3,70.3,1,0.88443696
7602-DBTOU,71,19.6,0,0.16323856
5345-BMKWB,8,20.25,1,0.9744598
3519-ZKXGG,3,75.85,1,0.85996425
5457-COLHT,69,80.65,0,0.17835908
6416-TVAIH,1,68.5,1,0.9082823
5451-YHYPW,72,115.75,0,0.08583475
5108-ADXWO,11,73.5,1,0.85745573
7998-WNZEM,71,80.6,0,0.18234792
3066-RRJIO,1,69.95,1,0.9082823
4664-NJCMS,33,59.55,0,0.1804036
0307-BCOPK,16,19.05,1,0.92471707
7629-WFGLW,56,95.65,1,0.7775525
2542-HYGIQ,1,19.95,1,0.9937577
6715-OFDBP,5,70.05,1,0.91021085
5016-LIPDW,57,19.4,1,0.92471707
6481-LXPWL,56,36.1,1,0.8926712
1567-DSCIC,8,94.0,1,0.8488372
2150-UWTFY,22,61.15,1,0.9685979
6124-ACRHJ,1,19.75,1,0.97885895
9362-MWODR,40,64.1,1,0.98257
9975-GPKZU,46,19.75,0,0.22415116
9625-RZFUK,63,19.7,0,0.16323856
5153-LXKDT,68,110.2,0,0.061722282
5161-UBZXI,69,106.35,0,0.09854853
1020-JPQOW,56,90.55,1,0.9730709
7919-ZODZZ,10,65.9,1,0.91861504
0565-JUPYD,63,104.5,1,0.873693
6867-ACCZI,24,52.5,0,0.07904417
5939-XAIXZ,19,56.1,1,0.89928263
9054-FOWNV,22,88.75,1,0.85288155
2683-BPJSO,29,84.45,1,0.81403285
2157-MXBJS,13,75.3,1,0.9039883
8207-VVMYB,70,26.0,0,0.21700123
9732-EQMWY,49,99.4,1,0.9641534
9360-AHGNL,43,109.55,1,0.78550756
1087-UDSIH,3,19.6,1,0.93061644
5269-NRGDP,42,73.15,1,0.9425634
6195-MELTI,57,54.65,1,0.81538546
5485-WUYWF,2,66.4,1,0.989805
2121-JAFOM,72,115.55,0,0.08583475
8818-DOPVL,46,104.45,1,0.8652262
2632-UCGVD,66,100.05,1,0.9578877
5445-PZWGX,62,102.0,1,0.8825633
1227-UDMZR,72,91.15,0,0.16080944
5198-HQAEN,35,89.7,1,0.7592984
9170-CCKOU,17,90.2,1,0.9854283
2167-FQSTQ,72,92.4,0,0.07809613
2819-GWENI,28,19.9,1,0.92471707
1043-YCUTE,56,25.15,0,0.16297373
3814-MLAXC,31,79.85,1,0.96215844
3572-UUHRS,45,18.85,1,0.958358
2692-PFYTJ,1,25.75,1,0.93521756
1226-UDFZR,2,49.6,1,0.9150992
5955-EPOAZ,6,20.95,1,0.93061644
6821-JPCDC,48,97.05,1,0.90212005
8815-LMFLX,25,25.4,1,0.98210514
9135-HSWOC,64,19.7,0,0.23808008
8582-KRHPJ,50,35.0,1,0.8860847
5811-IWXYM,52,101.25,1,0.9697939
7044-YAACC,4,70.2,1,0.88443696
8189-XRIKE,32,90.95,1,0.9641534
1506-YJTYT,45,73.85,0,0.14758758
4123-DVHPH,9,88.05,1,0.8188096
