customerID,MonthlyCharges,tenure,CLV,CustomerSegment
1545-JFUML,99.0,71,7029.0,High Value
3194-ORPIK,84.4,50,4220.0,High Value
7826-VVKWT,96.55,24,2317.2,Medium Value
1353-GHZOS,59.75,22,1314.5,Medium Value
2587-EKXTS,111.5,44,4906.0,High Value
5442-BXVND,24.25,33,800.25,Medium Value
8816-VXNZD,75.1,1,75.1,Low Value
9378-FXTIZ,70.15,54,3788.1000000000004,High Value
1723-HKXJQ,101.75,42,4273.5,High Value
7825-GKXMW,45.8,1,45.8,Low Value
9753-OYLBX,20.5,1,20.5,Low Value
2364-UFROM,70.4,30,2112.0,Medium Value
6656-JWRQX,30.55,1,30.55,Low Value
6473-ULUHT,84.9,16,1358.4,Medium Value
1240-KNSEZ,20.1,1,20.1,Low Value
0836-SEYLU,40.65,9,365.84999999999997,Low Value
4433-JCGCG,101.0,46,4646.0,High Value
3716-BDVDB,69.1,1,69.1,Low Value
7688-AWMDX,54.5,71,3869.5,High Value
2842-BCQGE,75.35,43,3240.0499999999997,High Value
7244-QWYHG,44.45,50,2222.5,Medium Value
5899-MQZZL,75.0,13,975.0,Medium Value
6849-OYAMU,100.0,19,1900.0,Medium Value
5312-UXESG,98.05,41,4020.0499999999997,High Value
9488-HGMJH,71.15,1,71.15,Low Value
6038-GCYEC,54.15,24,1299.6,Medium Value
2150-WLKUW,63.9,40,2556.0,Medium Value
7159-FVYPK,69.15,3,207.45000000000002,Low Value
7032-LMBHI,64.65,37,2392.05,Medium Value
1150-WFARN,108.75,67,7286.25,High Value
6088-BXMRG,98.85,32,3163.2,High Value
3144-AUDBS,49.15,6,294.9,Low Value
4821-SJHJV,89.6,32,2867.2,High Value
7346-MEDWM,83.25,59,4911.75,High Value
1137-DGOWI,70.25,30,2107.5,Medium Value
5616-PRTNT,19.4,20,388.0,Low Value
3812-LRZIR,24.5,27,661.5,Low Value
4818-QIUFN,79.15,20,1583.0,Medium Value
9483-GCPWE,20.1,9,180.9,Low Value
4227-OJHAL,73.0,68,4964.0,High Value
9220-CXRSC,61.4,69,4236.599999999999,High Value
4993-JCRGJ,84.3,26,2191.7999999999997,Medium Value
9537-JALFH,19.9,69,1373.1,Medium Value
6698-OXETB,20.4,11,224.39999999999998,Low Value
2103-ZRXFN,50.75,1,50.75,Low Value
3724-BSCVH,20.45,10,204.5,Low Value
4877-TSOFF,75.75,55,4166.25,High Value
9209-NWPGU,65.4,44,2877.6000000000004,High Value
6961-VCPMC,80.4,46,3698.4,High Value
7306-YDSOI,59.75,69,4122.75,High Value
5288-AHOUP,78.5,11,863.5,Medium Value
6688-UZPWD,102.0,11,1122.0,Medium Value
0655-YDGFJ,48.95,29,1419.5500000000002,Medium Value
8468-EHYJA,99.65,57,5680.05,High Value
6823-SIDFQ,18.25,28,511.0,Low Value
1097-FSPVW,54.55,42,2291.1,Medium Value
2839-RFSQE,20.65,2,41.3,Low Value
8328-SKJNO,40.65,23,934.9499999999999,Medium Value
7010-ZMVBF,20.45,18,368.09999999999997,Low Value
5201-CBWYG,24.8,62,1537.6000000000001,Medium Value
0968-GSIKN,70.8,1,70.8,Low Value
1965-DDBWU,89.05,16,1424.8,Medium Value
9057-SIHCH,96.6,3,289.79999999999995,Low Value
6352-GIGGQ,88.8,67,5949.599999999999,High Value
3635-QQRQD,20.05,62,1243.1000000000001,Medium Value
6771-XWBDM,104.5,57,5956.5,High Value
2897-DOVND,69.8,2,139.6,Low Value
3082-YVEKW,77.15,23,1774.45,Medium Value
0191-EQUUH,35.05,25,876.2499999999999,Medium Value
7134-HBPBS,108.1,72,7783.2,High Value
3489-HHPFY,84.05,2,168.1,Low Value
2926-JEJJC,20.2,8,161.6,Low Value
8601-QACRS,50.6,5,253.0,Low Value
4950-BDEUX,49.2,35,1722.0,Medium Value
5789-LDFXO,24.6,24,590.4000000000001,Low Value
0508-OOLTO,71.65,2,143.3,Low Value
2984-TBYKU,104.9,72,7552.8,High Value
9822-WMWVG,106.5,41,4366.5,High Value
2391-SOORI,49.35,4,197.4,Low Value
9040-KZVWO,75.5,26,1963.0,Medium Value
2645-QTLMB,94.25,7,659.75,Low Value
4806-HIPDW,68.95,1,68.95,Low Value
1548-ARAGG,58.5,4,234.0,Low Value
6339-RZCBJ,78.9,48,3787.2000000000003,High Value
4424-TKOPW,93.85,2,187.7,Low Value
4415-WNGVR,79.2,12,950.4000000000001,Medium Value
2522-AHJXR,109.45,60,6567.0,High Value
0412-UCCNP,59.2,55,3256.0,High Value
1816-FLZDK,29.15,1,29.15,Low Value
7096-UCLNH,20.05,1,20.05,Low Value
8443-ZRDBZ,76.05,4,304.2,Low Value
9136-ALYBR,24.45,1,24.45,Low Value
4615-PIVVU,66.5,42,2793.0,High Value
8885-QSQBX,49.55,1,49.55,Low Value
7479-NITWS,89.35,7,625.4499999999999,Low Value
8617-ENBDS,73.6,3,220.79999999999998,Low Value
9385-NXKDA,82.65,72,5950.8,High Value
0430-IHCDJ,49.0,15,735.0,Medium Value
2959-MJHIC,80.35,4,321.4,Low Value
6674-KVJHG,25.2,11,277.2,Low Value
1814-DKOLC,25.45,5,127.25,Low Value
4201-JMNGR,55.8,1,55.8,Low Value
9351-HXDMR,110.9,72,7984.8,High Value
3537-HPKQT,77.75,55,4276.25,High Value
2129-ALKBS,26.2,40,1048.0,Medium Value
5821-MMEIL,19.9,57,1134.3,Medium Value
5960-WPXQM,79.05,1,79.05,Low Value
0684-AOSIH,95.0,1,95.0,Low Value
8260-NGFNY,25.2,1,25.2,Low Value
1309-XGFSN,80.85,52,4204.2,High Value
1866-RZZQS,98.4,41,4034.4,High Value
6968-URWQU,56.35,43,2423.05,Medium Value
4742-TXUEX,19.3,47,907.1,Medium Value
9631-XEYKE,50.4,3,151.2,Low Value
8631-NBHFZ,79.4,66,5240.400000000001,High Value
1335-MXCSE,55.25,55,3038.75,High Value
8873-TMKGR,19.1,29,553.9000000000001,Low Value
8800-JOOCF,84.05,12,1008.5999999999999,Medium Value
1469-LBJQJ,105.2,66,6943.2,High Value
4958-XCBDQ,101.4,35,3549.0,High Value
8337-UPOAQ,89.8,10,898.0,Medium Value
0064-YIJGF,75.75,27,2045.25,Medium Value
2386-OWURY,95.3,58,5527.4,High Value
1725-IQNIY,109.75,54,5926.5,High Value
0310-VQXAM,19.85,9,178.65,Low Value
6598-RFFVI,19.3,2,38.6,Low Value
3453-RTHJQ,69.1,6,414.59999999999997,Low Value
6712-OAWRH,91.25,26,2372.5,Medium Value
6278-FEPBZ,20.25,9,182.25,Low Value
4280-DLSHD,54.75,8,438.0,Low Value
1508-DFXCU,81.45,12,977.4000000000001,Medium Value
8614-VGMMV,49.1,15,736.5,Medium Value
7868-BGSZA,80.2,43,3448.6,High Value
2800-QQUSO,100.3,42,4212.599999999999,High Value
2930-UOTMB,65.25,31,2022.75,Medium Value
7973-DZRKH,90.95,66,6002.7,High Value
5914-DVBWJ,85.45,18,1538.1000000000001,Medium Value
7698-YFGEZ,20.0,1,20.0,Low Value
2533-QVMSK,94.1,61,5740.099999999999,High Value
9773-PEQBZ,79.85,10,798.5,Medium Value
8644-XLFBW,71.65,1,71.65,Low Value
0650-BWOZN,73.55,18,1323.8999999999999,Medium Value
8625-AZYZY,104.65,24,2511.6000000000004,Medium Value
7785-RDVIG,19.3,3,57.900000000000006,Low Value
9602-WCXPI,20.15,50,1007.4999999999999,Medium Value
2903-YYTBW,44.55,1,44.55,Low Value
3620-MWJNE,54.45,2,108.9,Low Value
8573-JGCZW,19.65,17,334.04999999999995,Low Value
6837-HAEVO,105.0,69,7245.0,High Value
6701-YVNQG,88.7,72,6386.400000000001,High Value
9306-CPCBC,74.25,3,222.75,Low Value
4304-XUMGI,75.15,50,3757.5000000000005,High Value
9504-YAZWB,20.25,53,1073.25,Medium Value
8819-ZBYNA,109.1,58,6327.799999999999,High Value
6174-NRBTZ,30.75,46,1414.5,Medium Value
9481-IEBZY,112.9,72,8128.8,High Value
1833-VGRUM,74.2,1,74.2,Low Value
6137-NICCO,94.05,6,564.3,Low Value
9065-ZCPQX,78.85,72,5677.2,High Value
6402-EJMWF,55.3,4,221.2,Low Value
3620-EHIMZ,19.35,52,1006.2,Medium Value
6870-ECSHE,20.45,2,40.9,Low Value
8747-UDCOI,19.35,65,1257.75,Medium Value
8374-XGEJJ,101.0,43,4343.0,High Value
2656-TABEH,100.2,4,400.8,Low Value
6946-LMSQS,89.05,25,2226.25,Medium Value
4626-OZDTJ,78.65,51,4011.15,High Value
9169-BSVIN,74.75,12,897.0,Medium Value
2325-ZUSFD,70.1,57,3995.7,High Value
8194-PEEBY,19.9,24,477.59999999999997,Low Value
6872-HXFNF,58.35,64,3734.4,High Value
3932-CMDTD,105.65,4,422.6,Low Value
7714-YXSMB,100.5,26,2613.0,Medium Value
8387-UGUSU,20.05,15,300.75,Low Value
1080-BWSYE,25.65,64,1641.6,Medium Value
4039-HEUNW,96.5,36,3474.0,High Value
1194-HVAIF,95.0,27,2565.0,Medium Value
0812-WUPTB,70.85,1,70.85,Low Value
3594-UVONA,85.95,35,3008.25,High Value
0004-TLHLJ,73.9,4,295.6,Low Value
1767-TGTKO,45.45,8,363.6,Low Value
8439-LTUGF,20.0,10,200.0,Low Value
8805-JNRAZ,49.2,2,98.4,Low Value
5089-IFSDP,109.45,58,6348.1,High Value
6418-HNFED,83.25,51,4245.75,High Value
0206-OYVOC,19.25,46,885.5,Medium Value
7291-CDTMJ,19.65,1,19.65,Low Value
7128-GGCNO,72.8,46,3348.7999999999997,High Value
0237-YFUTL,109.65,50,5482.5,High Value
7691-KGKGP,65.0,53,3445.0,High Value
6710-HSJRD,114.1,61,6960.099999999999,High Value
3675-EQOZA,20.65,5,103.25,Low Value
0840-DCNZE,86.95,47,4086.65,High Value
1732-FEKLD,94.75,54,5116.5,High Value
9862-KJTYK,25.35,19,481.65000000000003,Low Value
0479-HMSWA,105.45,26,2741.7000000000003,Medium Value
5854-KSRBJ,25.4,70,1778.0,Medium Value
0365-BZUWY,102.55,17,1743.35,Medium Value
4817-VYYWS,100.2,30,3006.0,High Value
5701-SVCWR,24.0,1,24.0,Low Value
3129-AAQOU,25.6,19,486.40000000000003,Low Value
4922-CVPDX,73.5,26,1911.0,Medium Value
1396-QWFBJ,74.05,21,1555.05,Medium Value
1357-BIJKI,98.25,50,4912.5,High Value
1099-BTKWT,54.4,68,3699.2,High Value
5299-SJCZT,101.55,3,304.65,Low Value
2018-PZKMU,103.1,9,927.9,Medium Value
7340-KEFQE,34.2,51,1744.2,Medium Value
4570-QHXHL,43.75,9,393.75,Low Value
2403-BCASL,111.95,41,4589.95,High Value
7392-YYPYJ,100.65,22,2214.3,Medium Value
2898-LSJGD,55.95,21,1174.95,Medium Value
2223-GDSHL,116.05,71,8239.55,High Value
7359-PTSXY,45.75,1,45.75,Low Value
9470-RTWDV,82.0,26,2132.0,Medium Value
2176-OSJUV,65.15,71,4625.650000000001,High Value
9348-YVOMK,44.8,4,179.2,Low Value
8104-OSKWT,79.8,12,957.5999999999999,Medium Value
4521-YEEHE,88.85,18,1599.3,Medium Value
4090-KPJIP,74.95,3,224.85000000000002,Low Value
3786-WOVKF,106.85,72,7693.2,High Value
4503-BDXBD,74.95,11,824.45,Medium Value
6086-ESGRL,80.15,1,80.15,Low Value
2592-HODOV,19.3,13,250.9,Low Value
3886-CERTZ,109.25,72,7866.0,High Value
7995-ZHHNZ,56.1,42,2356.2000000000003,Medium Value
3824-RHKVR,19.7,17,334.9,Low Value
5816-SCGFC,51.3,7,359.09999999999997,Low Value
5989-AXPUC,118.6,68,8064.799999999999,High Value
4979-HPRFL,24.15,56,1352.3999999999999,Medium Value
8590-OHDIW,20.3,38,771.4,Medium Value
8015-IHCGW,115.5,72,8316.0,High Value
2332-TODQS,25.05,48,1202.4,Medium Value
9278-VZKCD,109.1,52,5673.2,High Value
8008-OTEZX,19.65,35,687.75,Medium Value
2773-OVBPK,111.3,67,7457.099999999999,High Value
5999-LCXAO,29.9,1,29.9,Low Value
5206-XZZQI,80.6,53,4271.799999999999,High Value
4803-LBYPN,20.8,34,707.2,Medium Value
5759-RCVCB,35.2,3,105.60000000000001,Low Value
6372-RFVNS,78.8,1,78.8,Low Value
2139-FQHLM,89.95,19,1709.05,Medium Value
8261-GWDBQ,116.05,60,6963.0,High Value
1093-YSWCA,19.55,11,215.05,Low Value
8938-UMKPI,106.4,47,5000.8,High Value
0991-BRRFB,49.4,18,889.1999999999999,Medium Value
3882-IYOIJ,115.25,60,6915.0,High Value
8749-TZYEC,24.8,72,1785.6000000000001,Medium Value
1755-FZQEC,19.9,39,776.0999999999999,Medium Value
3115-JPJDD,81.25,59,4793.75,High Value
5600-KTXFM,69.95,2,139.9,Low Value
3871-IKPYH,69.1,1,69.1,Low Value
6319-IEJWJ,90.2,20,1804.0,Medium Value
9025-AOMKI,93.55,6,561.3,Low Value
6339-TBELP,86.4,71,6134.400000000001,High Value
7964-YESJC,66.3,24,1591.1999999999998,Medium Value
6173-GOLSU,94.65,67,6341.55,High Value
5275-SQEIZ,80.85,1,80.85,Low Value
7716-YTYHG,82.05,48,3938.3999999999996,High Value
9938-ZREHM,72.1,37,2667.7,Medium Value
7950-XWOVN,34.7,11,381.70000000000005,Low Value
4390-KYULV,20.55,3,61.650000000000006,Low Value
4647-MUZON,95.95,18,1727.1000000000001,Medium Value
9702-AIUJO,44.8,50,2240.0,Medium Value
8849-PRIQJ,109.4,67,7329.8,High Value
8851-RAGOV,71.05,25,1776.25,Medium Value
1304-NECVQ,78.55,2,157.1,Low Value
5396-IZEPB,19.7,9,177.29999999999998,Low Value
1729-VLAZJ,40.25,10,402.5,Low Value
8285-ABVLB,19.85,70,1389.5,Medium Value
0701-TJSEF,68.25,9,614.25,Low Value
5712-VBOXD,20.15,4,80.6,Low Value
6629-LADHQ,50.95,2,101.9,Low Value
8945-GRKHX,78.65,1,78.65,Low Value
1559-DTODC,25.15,19,477.84999999999997,Low Value
4797-MIWUM,20.25,7,141.75,Low Value
6959-UWKHF,42.9,1,42.9,Low Value
8720-RQSBJ,44.0,1,44.0,Low Value
4537-CIBHB,20.25,9,182.25,Low Value
3815-SLMEF,34.25,3,102.75,Low Value
5154-VEKBL,58.5,9,526.5,Low Value
4324-AHJKS,55.8,5,279.0,Low Value
4355-CVPVS,88.9,56,4978.400000000001,High Value
4495-LHSSK,57.65,18,1037.7,Medium Value
5655-JSMZM,96.2,49,4713.8,High Value
5915-ANOEI,79.15,70,5540.5,High Value
9861-PDSZP,108.05,72,7779.599999999999,High Value
4505-EXZHB,74.4,6,446.40000000000003,Low Value
7225-CBZPL,94.8,17,1611.6,Medium Value
6704-UTUKK,45.9,29,1331.1,Medium Value
4587-VVTOX,105.3,6,631.8,Low Value
2019-HDCZY,102.6,63,6463.799999999999,High Value
4652-NNHNY,73.85,16,1181.6,Medium Value
8788-DOXSU,61.35,59,3619.65,High Value
7404-JLKQG,57.55,3,172.64999999999998,Low Value
7421-ZLUPA,29.25,8,234.0,Low Value
8972-HJWNV,84.55,7,591.85,Low Value
3274-NSDWE,19.6,68,1332.8000000000002,Medium Value
2632-IVXVF,111.75,68,7599.0,High Value
3692-JHONH,106.5,52,5538.0,High Value
8915-NNTRC,107.7,72,7754.400000000001,High Value
5914-GXMDA,19.3,32,617.6,Low Value
7463-IFMQU,20.05,72,1443.6000000000001,Medium Value
2920-RNCEZ,69.95,1,69.95,Low Value
2541-YGPKE,63.7,42,2675.4,Medium Value
8515-OCTJS,24.75,25,618.75,Low Value
5382-TEMLV,50.9,45,2290.5,Medium Value
3441-CGZJH,60.4,43,2597.2,Medium Value
9592-ERDKV,79.25,37,2932.25,High Value
2860-RANUS,85.8,20,1716.0,Medium Value
5261-QSHQM,24.45,4,97.8,Low Value
4778-IZARL,110.1,63,6936.299999999999,High Value
0432-CAJZV,90.7,3,272.1,Low Value
7008-LZVOZ,25.3,66,1669.8,Medium Value
8868-WOZGU,105.7,28,2959.6,High Value
1200-TUZHR,85.2,8,681.6,Medium Value
9365-CSLBQ,24.35,71,1728.8500000000001,Medium Value
1334-FJSVR,24.25,1,24.25,Low Value
5884-FBCTL,25.1,72,1807.2,Medium Value
7130-CTCUS,54.55,16,872.8,Medium Value
6242-FEGFD,96.6,66,6375.599999999999,High Value
7625-XCQRH,76.5,11,841.5,Medium Value
6194-HBGQN,81.15,51,4138.650000000001,High Value
7634-WSWDB,38.5,8,308.0,Low Value
6986-IXNDM,92.9,14,1300.6000000000001,Medium Value
1731-TVIUK,93.5,4,374.0,Low Value
2987-BJXIK,84.7,70,5929.0,High Value
9769-TSBZE,66.0,70,4620.0,High Value
0406-BPDVR,101.5,54,5481.0,High Value
0618-XWMSS,74.9,28,2097.2000000000003,Medium Value
1395-WSWXR,20.75,24,498.0,Low Value
6023-GSSXW,61.45,69,4240.05,High Value
6752-APNJL,54.5,42,2289.0,Medium Value
5276-KQWHG,69.6,2,139.2,Low Value
0420-HLGXF,99.75,39,3890.25,High Value
7446-KQISO,109.75,45,4938.75,High Value
9823-EALYC,80.85,72,5821.2,High Value
0582-AVCLN,20.3,38,771.4,Medium Value
5803-NQJZO,67.8,72,4881.599999999999,High Value
2565-JSLRY,24.05,1,24.05,Low Value
2607-DHDAK,19.8,72,1425.6000000000001,Medium Value
1073-XXCZD,25.7,55,1413.5,Medium Value
0743-HRVFF,56.15,51,2863.65,High Value
4006-HKYHO,86.7,63,5462.1,High Value
3727-JEZTU,20.4,1,20.4,Low Value
8143-ETQTI,19.65,23,451.95,Low Value
6689-KXGBO,50.55,1,50.55,Low Value
9667-TKTVZ,54.35,2,108.7,Low Value
3657-COGMW,108.1,52,5621.2,High Value
8570-KLJYJ,54.45,36,1960.2,Medium Value
7754-IXRMC,45.35,1,45.35,Low Value
9473-CBZOP,59.0,28,1652.0,Medium Value
2969-WGHQO,69.45,7,486.15000000000003,Low Value
6615-NGGZJ,100.55,14,1407.7,Medium Value
4334-HOWRP,64.95,72,4676.400000000001,High Value
4255-DDUOU,20.5,1,20.5,Low Value
5863-OOKCL,18.85,10,188.5,Low Value
1686-STUHN,19.8,42,831.6,Medium Value
1329-VHWNP,25.05,7,175.35,Low Value
2984-MIIZL,74.8,4,299.2,Low Value
0266-GMEAO,114.3,72,8229.6,High Value
5590-YRFJT,24.45,20,489.0,Low Value
5574-NXZIU,109.2,63,6879.6,High Value
0019-GFNTW,45.05,56,2522.7999999999997,Medium Value
4256-ZWTZI,51.0,5,255.0,Low Value
8309-PPCED,110.45,72,7952.400000000001,High Value
4098-NAUKP,84.65,68,5756.200000000001,High Value
5196-WPYOW,60.05,67,4023.35,High Value
4608-LCIMN,44.65,8,357.2,Low Value
1485-YDHMM,93.25,52,4849.0,High Value
4054-CUMIA,20.25,18,364.5,Low Value
0603-TPMIB,25.45,59,1501.55,Medium Value
2525-GVKQU,20.6,60,1236.0,Medium Value
8161-QYMTT,94.1,7,658.6999999999999,Low Value
9581-GVBXT,34.8,59,2053.2,Medium Value
5862-BRIXZ,60.75,46,2794.5,High Value
5404-GGUKR,51.35,5,256.75,Low Value
3308-JSGML,64.05,59,3778.95,High Value
2126-GSEGL,84.8,70,5936.0,High Value
3677-TNKIO,71.0,14,994.0,Medium Value
0440-QEXBZ,50.15,44,2206.6,Medium Value
2434-EEVDB,94.6,64,6054.4,High Value
6762-QVYJO,59.75,58,3465.5,High Value
6199-IWKGC,100.25,46,4611.5,High Value
2675-DHUTR,98.9,58,5736.200000000001,High Value
8152-VETUR,97.7,72,7034.400000000001,High Value
9667-EQRXU,40.3,30,1209.0,Medium Value
7446-YPODE,60.25,11,662.75,Low Value
9522-BNTHX,56.25,34,1912.5,Medium Value
4676-WLUHT,46.2,54,2494.8,Medium Value
3329-WDIOK,50.6,3,151.8,Low Value
7980-MHFLQ,24.9,72,1792.8,Medium Value
2873-ZLIWT,84.85,40,3394.0,High Value
3415-TAILE,65.7,2,131.4,Low Value
0757-WCUUZ,63.35,54,3420.9,High Value
1629-DQQVB,50.1,14,701.4,Medium Value
1915-IOFGU,70.5,1,70.5,Low Value
3045-XETSH,94.85,10,948.5,Medium Value
0374-AACSZ,50.15,1,50.15,Low Value
7239-HZZCX,19.75,1,19.75,Low Value
4872-VXRIL,64.65,56,3620.4000000000005,High Value
9140-CZQZZ,79.6,68,5412.799999999999,High Value
3423-HHXAO,19.5,14,273.0,Low Value
9938-TKDGL,99.55,68,6769.4,High Value
0531-ZZJWQ,74.0,55,4070.0,High Value
6537-QLGEX,38.9,16,622.4,Low Value
2688-BHGOG,79.55,9,715.9499999999999,Medium Value
7683-CBDKJ,65.45,14,916.3000000000001,Medium Value
0946-CLJTI,98.7,58,5724.6,High Value
3160-TYXLT,46.3,53,2453.8999999999996,Medium Value
1325-USMEC,99.35,70,6954.5,High Value
0916-QOFDP,95.8,14,1341.2,Medium Value
0628-CNQRM,67.5,22,1485.0,Medium Value
5606-AMZBO,78.15,10,781.5,Medium Value
6199-IPCAO,26.1,29,756.9000000000001,Medium Value
7665-TOALD,69.6,1,69.6,Low Value
0112-QWPNC,84.35,49,4133.15,High Value
0324-BRPCJ,100.2,68,6813.6,High Value
2777-PHDEI,78.05,1,78.05,Low Value
5640-CAXOA,40.35,30,1210.5,Medium Value
2235-EZAIK,79.2,72,5702.400000000001,High Value
3847-BAERP,20.9,10,209.0,Low Value
1196-AMORA,73.6,7,515.1999999999999,Low Value
4282-YMKNA,74.75,9,672.75,Low Value
1453-RZFON,49.9,1,49.9,Low Value
8263-OKETD,68.9,20,1378.0,Medium Value
0670-KDOMA,20.25,1,20.25,Low Value
2476-YGEFM,76.0,29,2204.0,Medium Value
8687-BAFGU,74.0,1,74.0,Low Value
0641-EVBOJ,82.3,3,246.89999999999998,Low Value
0829-XXPLX,89.4,20,1788.0,Medium Value
9974-JFBHQ,99.15,64,6345.6,High Value
5356-RHIPP,20.2,1,20.2,Low Value
6624-JDRDS,29.45,6,176.7,Low Value
0608-JDVEC,19.8,50,990.0,Medium Value
9780-FKVVF,59.15,6,354.9,Low Value
1919-RTPQD,44.75,7,313.25,Low Value
5214-NLTIT,90.8,72,6537.599999999999,High Value
3345-PBBFH,49.55,8,396.4,Low Value
5055-BRMNE,106.7,67,7148.900000000001,High Value
9189-JWSHV,93.55,24,2245.2,Medium Value
2190-PHBHR,94.45,72,6800.400000000001,High Value
2650-GYRYL,19.45,33,641.85,Low Value
0746-JTRFU,25.05,2,50.1,Low Value
5208-FVQKB,67.95,70,4756.5,High Value
7184-LRUUR,65.25,22,1435.5,Medium Value
6627-CFOSN,99.45,59,5867.55,High Value
3982-JGSFD,20.35,36,732.6,Medium Value
1574-DYCWE,19.95,51,1017.4499999999999,Medium Value
7247-XOZPB,77.4,53,4102.200000000001,High Value
2466-FCCPT,19.7,20,394.0,Low Value
6211-WWLTF,99.7,63,6281.1,High Value
4826-TZEVA,74.8,40,2992.0,High Value
6016-NXBNJ,19.15,35,670.25,Low Value
9138-EFSMO,78.95,26,2052.7000000000003,Medium Value
0576-WNXXC,95.55,27,2579.85,Medium Value
4632-XJMEX,62.85,53,3331.05,High Value
8910-LEDAG,71.55,34,2432.7,Medium Value
3452-GWUIN,94.95,19,1804.05,Medium Value
2716-GFZOR,86.1,43,3702.2999999999997,High Value
3724-UCSHY,19.55,6,117.30000000000001,Low Value
8626-XHBIE,24.8,56,1388.8,Medium Value
4628-CTTLA,39.3,57,2240.1,Medium Value
3192-LNKRK,84.05,34,2857.7,High Value
4439-YRNVD,36.25,10,362.5,Low Value
2876-VBBBL,20.25,1,20.25,Low Value
6834-NXDCA,23.9,13,310.7,Low Value
2208-UGTGR,98.6,56,5521.599999999999,High Value
3005-TYFRD,103.65,55,5700.75,High Value
8670-MEFCP,92.9,36,3344.4,High Value
3079-BCHLN,19.9,47,935.3,Medium Value
7777-UNYHB,20.1,12,241.20000000000002,Low Value
5597-GLBUC,85.45,1,85.45,Low Value
7278-CKDNC,80.5,24,1932.0,Medium Value
2748-MYRVK,99.9,63,6293.700000000001,High Value
8450-UYIBU,39.85,35,1394.75,Medium Value
2969-VAPYH,60.5,67,4053.5,High Value
4822-YCXMX,84.8,25,2120.0,Medium Value
7181-OQCUT,103.85,21,2180.85,Medium Value
8474-UMLNT,67.8,13,881.4,Medium Value
9821-POOTN,75.2,35,2632.0,Medium Value
3836-FZSDJ,24.85,71,1764.3500000000001,Medium Value
9142-XMYJH,19.35,29,561.1500000000001,Low Value
6559-ILWKJ,49.35,71,3503.85,High Value
0187-QSXOE,89.0,7,623.0,Low Value
7733-UDMTP,55.0,57,3135.0,High Value
2649-HWLYB,76.15,65,4949.75,High Value
5214-CHIWJ,20.3,27,548.1,Low Value
4229-CZMLL,74.9,6,449.40000000000003,Low Value
6904-JLBGY,117.35,72,8449.199999999999,High Value
2465-BLLEU,19.75,1,19.75,Low Value
1685-VAYJF,45.2,11,497.20000000000005,Low Value
8874-EJNSR,25.2,39,982.8,Medium Value
6917-YACBP,89.75,59,5295.25,High Value
5049-MUBWG,75.0,26,1950.0,Medium Value
4223-WOZCM,49.95,2,99.9,Low Value
0769-MURVM,65.7,72,4730.400000000001,High Value
9253-VIFJQ,67.05,65,4358.25,High Value
7030-FZTFM,110.9,72,7984.8,High Value
9741-YLNTD,87.95,6,527.7,Low Value
5917-RYRMG,19.8,32,633.6,Low Value
5120-ZBLAI,75.7,50,3785.0,High Value
1194-BHJYC,62.15,61,3791.15,High Value
3663-MITLP,101.25,15,1518.75,Medium Value
0906-QVPMS,115.15,72,8290.800000000001,High Value
9025-ZRPVR,18.95,9,170.54999999999998,Low Value
1905-OEILC,19.5,1,19.5,Low Value
7858-GTZSP,86.55,12,1038.6,Medium Value
3285-UCQVC,28.6,37,1058.2,Medium Value
6248-BSHKG,20.4,61,1244.3999999999999,Medium Value
4685-TFLLS,19.8,18,356.40000000000003,Low Value
3470-BTGQO,45.65,21,958.65,Medium Value
1209-VFFOC,56.4,68,3835.2,High Value
8224-DWCKX,73.3,12,879.5999999999999,Medium Value
5482-PLVPE,24.35,2,48.7,Low Value
4553-DVPZG,101.35,62,6283.7,High Value
4902-OHLSK,98.65,29,2860.8500000000004,High Value
6917-IAYHD,33.6,1,33.6,Low Value
0495-ZBNGW,79.9,5,399.5,Low Value
8620-RJPZN,20.7,1,20.7,Low Value
7572-KPVKK,104.05,62,6451.099999999999,High Value
2642-MAWLJ,20.25,36,729.0,Medium Value
2357-COQEK,103.3,28,2892.4,High Value
7103-ZGVNT,73.7,69,5085.3,High Value
3737-GCSPV,96.2,11,1058.2,Medium Value
2027-WKXMW,108.75,63,6851.25,High Value
7137-NAXML,20.15,23,463.45,Low Value
2428-ZMCTB,19.75,10,197.5,Low Value
2961-VNFKL,25.95,71,1842.45,Medium Value
1768-HNVGJ,70.05,45,3152.25,High Value
6963-KQYQB,24.05,70,1683.5,Medium Value
5934-RMPOV,84.75,22,1864.5,Medium Value
1207-BLKSA,23.05,52,1198.6000000000001,Medium Value
4088-YLDSU,104.15,55,5728.25,High Value
8316-BBQAY,59.95,65,3896.75,High Value
1166-PQLGG,19.55,72,1407.6000000000001,Medium Value
3146-JTQHR,19.6,10,196.0,Low Value
4291-YZODP,20.05,7,140.35,Low Value
4395-PZMSN,85.55,5,427.75,Low Value
6427-FEFIG,78.6,24,1886.3999999999999,Medium Value
0017-IUDMW,116.8,72,8409.6,High Value
8706-HRADD,43.55,21,914.55,Medium Value
9955-QOPOY,60.8,69,4195.2,High Value
4385-ZKVNW,54.9,44,2415.6,Medium Value
5446-DKWYW,65.2,61,3977.2000000000003,High Value
2034-CGRHZ,102.95,24,2470.8,Medium Value
5797-APWZC,90.6,1,90.6,Low Value
3683-QKIUE,50.8,6,304.79999999999995,Low Value
4228-ZGYUW,90.05,4,360.2,Low Value
